"","Text ID","SDG","Text"
"16","019c48034c68914bcff8b50339a91ced","1","Clearly, in such a framework, each component must be coordinated with the others in order to achieve social policy objectives (see diagram IV.l). It is also responsible for ensuring that the entire population has access to social services and making sure that the services are adequate in terms of coverage and quality. However, social protection is not responsible for service delivery, which requires specialist management."
"17","59cda4203d9918fe592951702141ee2a","1","They also underline that a costed approach to social protection spending will be easier to achieve than maintaining social protection spending at a certain level of GDP. There are existing projected figures until 2019/20 for programmes such as the rural and urban productive safety net programmes. These figures are adopted from the official documents after adjusting the figures for inflation but extrapolations are used to project for the years between 2020/21 to 2025/26."
"18","5d2bf7f48bfa6d8d2976577447eefbd5","1","The reform proposal, however, envisages introducing a flat tax rate of 10% on inheritances to dissuade individuals from evading this tax. The contributory pension system accounts for the bulk of total transfers to households and absorbs a large share of central government spending (more than 18% of central government spending in 2011). Yet, its coverage is low and the absence of a first tier minimum pension leaves many elderly in poverty."
"19","7d0a12b8920ed5907cc360342a8e083c","1","In 2011, countries in South Asia, South-East Asia and the Pacific received almost half the world’s remittances and the volume continued to increase in 2012.29 Indeed remittances are now on such a scale that they exceed government social expenditure or official development assistance. In the year ending June 2012 Bangladeshis sent home $13 billion, more than all the Government’s social protection programmes put together.30 Remittances have the advantage that they are often countercyclical, rising during economic downturns and natural disasters as migrants send more cash to meet their families’ emergency needs. This process is illustrated schematically in a model in Figure III-l."
"20","2aca66bc4e9ec5786ad601adcda48ba7","1","In general, these numbers are a little larger than those generated by the global Linkage model, but they are still generally much lower than would be the case had dynamic models been used. One should not necessarily expect the unweighted averages of the poverty results for each region to be similar to those generated by Hertel and Keeney (2010), but for comparative purposes the latter’s unweighted averages of national poverty effects for each of the key developing country regions are reported in parentheses in the last four rows of annex table 7(c), in order to make it easy to compare with the unweighted regional averages for the national case studies. When all merchandise trade is liberalized, the extent of reduction ranges from close to zero to about 3.5 percentage points, except for Pakistan where it is more than 6 percentage points."
"21","aba8aab1cd6cd34900c2baf7dd453a9c","1","They should also reflect the elements of civil and political rights that are an important part of democratic governance. This includes democracy and specific attention to respecting the rights of minorities and migrants, as well as the elimination of discrimination against women. This extends beyond aid to trade and investment to encompass assistance to poverty eradication initiatives as well as cooperation in setting up an enabling economic environment for development worldwide. In order to achieve inclusive global development, fundamental changes in the global partnership are called for to address current and emerging challenges in such areas as food security, low-carbon development, energy, migration, employment, gender empowerment and climate change adaption."
"22","fe3884f249f1c1bcae94fedba2570026","1","It also had a positive impact on classroom performance for children already in school. In Cambodia, an initiative providing scholarships to at-risk pupils from low-income households increased the average time they remained in school by more than half a grade.270 In Colombia, Ghana and Pakistan, cash transfers programmes have helped improve rates of transition to higher levels of education. For example, cash transfer programmes led to improved test scores for children in Burkina Faso and modest improvements in Morocco.27' Meanwhile, school feeding programmes have been linked to increased learning and cognitive development. In fact, the goals include a specific target on implementing nationally appropriate social protection systems and measures to achieve substantial coverage of the poor and vulnerable by 2030. However, countries can realize social protection by taking incremental approaches that work within their resource and capacity constraints - as well as their social and economic policy frameworks - towards the ultimate goal of universal coverage."
"23","9229adede2dfdb21479661ccefc045a6","1","Social movements, activists and experts have called attention to the adverse effects of such projects. The former Special Rapporteur on the right to adequate housing as a component of the right to an adequate standard of living presented in a 2007 report basic principles and guidelines on development-based evictions and displacement, condemning disruptive development initiatives and recommending the adoption of policies that provide for popular participation, adequate compensation and proper resettlement schemes (A/HRC/4/18, annex I). Likewise, the current Rapporteur, in her 2009 report, referred to major international sports events such as the Olympic Games and the football World Cup, addressing the State's role in implementing pro-poor development (A/HRC/13/20, paras."
"24","00481f7457e44697cbe4fbbf0bff4330","10","The modern State was founded on a sharp separation between the public and private spheres and on a hierarchical gender order. Politicizing the private (in the twofold sense of making it an object of policy and conceiving it as a space of power and negotiation) is part of the equality agenda we are proposing here. This is an extreme expression of discrimination against women and of their lack of autonomy, not only physical autonomy, but also economic and decision-making autonomy. Violence against women cannot be analysed and tackled in isolation, but must be considered bound up with the economic, social and cultural inequality that operate in the power relations between men and women, which are in turn mirrored in inequality of resources in the private and public domains and are directly related to the unequal distribution of labour, especially unpaid domestic work."
"25","056fe6375457163efc2881eceed67a4b","10","To assist in this undertaking, OHCHR developed ""Guidelines for national plans of action for human rights education"". I, Programme of Action, para. Starting from the recognition of the State's current situation, a national action plan against racial discrimination constitutes a comprehensive programme of activities aimed at progressively bringing about improvements in the promotion of racial equality."
"26","0aa8154dba5b223ce10f365518c2ae07","10","From a methodological perspective, one reason for not finding any significant effects may be that the state-level analysis presented here does not provide sufficient variation in the supply of Seguro Popular over time. However, further analysis reported in Del Valle et al. ( A more important reason for not finding any significant effects may be that there is substantial heterogeneity in the impact of Seguro Popular across different groups of workers or that the impact of Seguro Popular is only concentrated in a specific segment of the workforce."
"27","0ecf88bd9d1e21ec8849d172310851af","10","The World Bank estimates the figure to be between 26% and 43%, depending on the methodology used. This may explain, partly, why remittance flows were not affected by recessions in advanced countries and political developments in the Middle East. If this is the case, then a generalized slowdown in the region may adversely affect remittance flows. For the top remittance-receiving countries, such as India, China and the Philippines, remittances surpassed ODA and FDI inflows."
"28","12421a375c25295bedc747e9597f469c","10","An ethnic group generally shares a common sense of identity and common characteristics such as language, religion, tribe, nationality, race or a combination thereof. In other cases, indigenous peoples became minorities as a result of the settlement and colonization of their native territories by other peoples. Those distinctions have important political and practical implications."
"29","2cdeb69e80eac58a792e3e3c271a1c85","10","These countries have diversified their exports into tourism (particularly the island LDCs, but also Nepal) or government services (Afghanistan and Djibouti). Diversification of exports towards services has an impact on the economic vulnerability index (EVI), but does not necessarily mean structural transformation of the economy. It tends to boost income growth, but this is not necessarily associated with commensurate human development or with economic diversification."
"30","2d7a6bfba5a81444ced39ed343d187e2","10","About 60 per cent of population in the LDCs are under 25 years of age (UNDESA 2011). Consequently, the propensity for mobility tended to be high in these countries. As a World Bank (2008) study pointed out, in 2005 almost 22 million or 2.9 per cent of the population left an LDC for overseas. However, during and after the global economic and financial crises period, the flow of migrants to the USA, a major traditional destination, as well as to other developed countries, slowed down.5 Whilst the destination of the overwhelming majority of emigrants from the Asian LDCs was found to be the developing countries, for small Pacific island LDCs the common feature was intra-regional migration. This was also true for African LDCs, where a significant number of migrant workers were destined for countries within the continent. In terms of quality, workers with higher education and professional skills tended to go more to the Organisation for Economic Co-operation and Development (OECD) countries (Docquier and Marfouk 2006, Docquier et al."
"31","40777aa446d0f4e69e0c29769c475ab4","10","The settlement rate for all mediation services completed in 2011 was 80%. If no agreement can be reached, the matter is referred to the district court. Pre-trial mediation is on voluntary basis, but the court may direct the parties to mediation by order. The employee/complainant has the burden of proof except for the cases of discrimination. The ratio of settlement by mediation is about 0.1% of the entire labour cases in 2011. There is a pilot project in selected courts whereby the court will suggest mediation as an alternative to using the court."
"32","4a4e68548fd5488b163ed981d8fb9237","10","Both of these papers also conclude that the optimal generosity of UI rises in a recession, because its role in smoothing consumption for unemployed workers who are liquidity constrained becomes more important. However, this evidence must be viewed as very preliminary and weighed against the much more extensive evidence supporting a link between permanent increases in benefit generosity and duration, and increases in the equilibrium unemployment rate associated with a stable rate of inflation (the so-called “NAIRU”) (De Serres et al., In Canada, both the number of hours required to qualify for regular benefits as well as regular employment insurance (El) benefit duration automatically vary based on the unemployment rate in the region where unemployed individuals live (there are 58 economic regions across Canada). Building on the automatic features of the regular El benefit programme, a discretionary choice was made to temporarily extend El benefit duration for long-tenured workers in 2009 and 2010.54 In Israel, benefit coverage was temporarily extended through a reduced qualifying period (i.e. having worked nine out of the last 18 months instead of 12 out of 18 months) conditional on the national unemployment rate exceeding 7.5%."
"33","4e6bf3d8052b79f7fe410428b1f44c7c","10","However, those that raise the production costs of environmentally-harmful activities (such as the removal of some subsidies) will help to ensure that future gross domestic product (GDP) growth is on a sustainable path. In both cases reforms generate higher revenues, but only in the case of employment are they likely to significantly improve the budget balance. This is the case of policies that reduce barriers to investment (including foreign direct investments [FDI]), or that reduce private incentives to save, such as extending the coverage and level of social protection."
"34","5c08e62632ad938fad4047f360cb3e12","10","Despite this strong growth and the low unemployment rate (5.9% in 2014) (World Bank 2016a), Malta remains exposed to many of the same risks as Cyprus. Both are members of the eurozone, which has experienced very slow growth (0.9% in 2014) (World Bank 2016a), and could also be affected by any further Greek debt crises. There is also uncertainty surrounding the UK’s relationship with the European Union. Malta was affected by the upsurge in irregular migration in 2014 and 2015, as was Cyprus to a lesser extent, because of their proximity to conflict zones in Libya and Syria."
"35","6960565fa5e0d4fc44a3c2aaf34ef470","10","This would involve educating and informing lawmakers and regulators with the necessary information and skills, to be able to fully understand the sector, its intricacies and challenges. Any effort to facilitate trade in services would be incomplete if it did not commence with addressing this core concern. Aid for Trade can help be used, with the support of the Governments, to create platforms, where LDC service suppliers can access such information, and keep up to date on regulations, and policy, globally, on their respective industries."
"36","6dc472e8794394197a14a2983430f120","10","Financial market reforms, domestic banking supervision and macro-prudential regulations designed to reduce financial fragility are not covered in country-specific Going for Growth priorities as this in an area where collective rather than isolated action is needed (see Box 1.1 in Going for Groioth 2011). A growing body of research highlights that rapid increases in domestic credit have can have predictive power over subsequent crisis (Gourinchas and Obstfled, 2012, Jorda, Schularick and Taylor, 2011, Schularick and Taylor, 2012, Borio and Lowe, 2002). In looking at the implications for the current account, the section considers the impact of structural reforms on both public and private investment and saving rates, and hence including the effect occurring through a change in the fiscal balance."
"37","72b372a87564b5d381e050e3b09bebb1","10","Contributes also to reduce precautionary saving by providing households with better diversmed source of incomes Reduce private saving as workers have extra years to build retirement income. Saving is also expected to rise as productivity gains are realised, but by less than investment Contributes by raising private investment in the short run. The effect can fade in the medium term."
"38","74cfcd50c847fd8b3ed4d208d28f56dd","10","But Pillar Two of the R2P principle recognizes the role of the international community in preventing mass atrocities through exerting pressure on states to comply with their international obligations and by assisting states to build capacity via, for example, a UN or regional presence or development assistance (UNSG, 2009: paras. Early warning and assessment are also an important part of the preventive strategy advocated by the Secretary-General (UNSG, 2010). This is especially important, given that ethnic cleansing is one of the four atrocity crimes."
"39","7f312470a94fd3a63bd29b695c04dff5","10","Accordingly, talking openly about this ""lost dimension"" of development means expanding the notion of citizenship to include recognition of the importance to society of domestic responsibilities and caregiving. Because care responsibilities have been confined almost exclusively to the private sphere, and therefore treated as a private matter, it has been very difficult to make caregiving a real object of law (Fraser, 1997). And since women invest so much more of their time than men in care activities, they ultimately suffer more ""time poverty"". Accordingly, the feminist literature and gender demands have turned a spotlight on another dimension of inequality: inequality of disposable time between men and women, which undoubtedly implies inequality in terms of the ability to develop resources and capacities."
"40","8265c92b78b72fc7c3b062191bf1275c","10","Without greater national self-sufficiency, migration will be encouraged in one form or another. The ministers of health from PICs agreed in 2005 to develop a Pacific Code to provide a mechanism to facilitate recruitment of health workers between and from PICs within a framework based on ‘mutuality of benefits’ for all, a form of managed migration (see section 6.10). This so-called Samoa Commitment recognised that the loss of skilled health workers through migration, where there was already a shortage, had serious implications for the health of Pacific people."
"41","88eb947c8315d5a7d7afddf1658f54d7","10","By 2009, the average had come down to USD 10.88, and 12 countries were offering the basket of services for less than USD 5. Guinea and Madagascar had joined Bangladesh in the lowest-cost group from among the 49 LDCs. Sudan, Cambodia, Ethiopia, Haiti, and Senegal were among those that showed satisfactory performance, with prices below the average for the 77 countries (Chart 3.2). Special edition 99, p.12. Expanding Horizons, 2/2009, p.ll."
"42","96421935166f1f445b3012ea5cf3b498","10","Rapid income growth has been concentrated in coastal areas which benefited from deep trade integration as a result of policies promoting openness pursued since the mid-1980s. These effects are magnified when structural change occurs in economies that undergo significant ownership changes, such as land ownership reform and the dismantling of State-owned enterprises (SOEs). In China, for example, the acceleration of land ownership and labour-market reforms in the late 1990s was followed by a decline of employment in manufacturing in most provinces."
"43","9fac8dc5e9f8662df8c846aa19be104f","10","One observer notes that this shift towards the issuance of local currency debt “has been facilitated by increasing demand from foreign investors for higher-yielding local currency assets” (LeijonhufVud, 2007: 1839). This increase is also likely to have been supported by attempts in emerging market economies to strengthen their stock markets by opening them to foreign investors. Indeed, a fourth source of possible adverse macroeconomic and distributional effects accompanying financial integration is the potential of capital surges to produce asset price or real estate bubbles."
"44","a21d0a0cfcff6238f80f27751d737833","10","It would impact their ability to effectively export financial services, and for their financial institutions to compete with developed and developing country institutions. Virtual interactions and e-transmissions require the support of skilled professionals, seamless connectivity, and high-end technology, together with strong distribution networks, customer service set-ups, adequate financial support, and an efficient regulatory system that facilitates trade and enhances the ease of doing business. The inadequacy of such structures in LDCs and small states hinders the productivity and efficiency of service suppliers and their ability to compete in the global market and to connect effectively to global supply chains. Smaller service suppliers from small states, LDCs and developing countries, which plug into these supply chains, and business models, and complete the loop, makes them critically dependent on such niche firms."
"45","abcc8486cedcdff20004f1809a397736","10","The countries with the greatest improvements in the indicator are the Bolivarian Republic of Venezuela, Honduras, Nicaragua, Paraguay, Peru and the Plurinational State of Bolivia, which were generally the ones with the greatest inequality in respect of durable goods in 2002. At the end of the period, the countries with the lowest levels of inequality in durable goods access were the Bolivarian Republic of Venezuela, Brazil and Uruguay. Figure 11.12 illustrates changes in the indicator across the distribution for each country."
"46","b6498bf61027f351fbcd713fa3800b74","10","Byiers and Lui (2013) in this volume (Chapter 8) examine the regional corridor approaches in delivering AfT. They argue that corridors, by providing a focused and targeted approach to addressing trade-related bottlenecks, can alleviate many of the challenges related to the effectiveness of AfT. However, they also point to practical constraints, such as the need for specific financial mechanisms to establish and operate joint programmes at borders (Table 6.2). However, Karingi and Fabberoni (2011: 83) find very large disparities in AfT per capita in Africa as well as high volatility. More importantly, the fact that supply may be aligned with demand globally does not mean that the most critical projects are in fact being implemented at the national level and attention to this may neglect the fact that high-demand countries are frequently not those capable of absorbing large amounts of assistance."
"47","b9d19d65f307d55cb83a3f0d63025e8d","10","This was vividly demonstrated when the WTO's Appellate Body ruled in favour of Antigua and Barbuda in its dispute with the USA over measures applied by central, regional and local authorities in the USA that affected the cross-border supply of gambling and betting services. Antigua and Barbuda is yet to recourse to the favourable ruling. Many observers however caution that accessing the WTO dispute settlement system is challenging for capacity-constrained countries such as least-developed countries (LDCs)."
"48","bd37a0228e72821156c093072c171445","10","International reserves held by emerging and other developing countries totalled more than $7 trillion at the end of 2011, after adding another $1 trillion in a single year (United Nations, 2012). These buffers indeed have helped many developing countries (but more so for some than others) to steer with some resilience through the 2008-2009 global crisis. At the same time, however, the reserve accumulation by developing countries has been part and parcel of the problem of the global imbalances and helped finance widening deficits in the developed world, the United States in particular."
"49","c33175346cc048ff8ab22ef1cc73d90a","10","Yet, the policies, rules and institutions established to govern these processes are mostly national, while global mechanisms are strongly compartmentalized. Without reform, tensions will grow between decision-making processes at the national level and those at the global level. The question is how to reform the institutions responsible for global governance so as to make them better equipped to address these challenges coherently while allowing nations and their people to have the necessary space to determine their own destinies."
"50","c48b2da866fc5c41a6b057b4ce922249","10","In Greece, a reform in 2010, followed by an additional adjustment in 2012, significantly reduced notice periods and severance pay. In Estonia, the new Labour Code enforced in July 2009, radically changed the menu of remedies available to courts in the case of unfair dismissals, by making the possibility of reinstatement conditional on the agreement of both parties - except in certain discrimination cases - and halving the amount of compensation that should be paid to the worker. In addition, notification requirements for individual dismissals were simplified and notice periods and severance pay schedules made more progressive with respect to job tenure and, on average, somewhat smaller. In the Slovak Republic, the reform of the Labour Code of September 2011 reduced notice periods, suppressed severance pay conditional on observing notice and lifted the obligation of negotiating with government authorities in the case of collective dismissals."
"51","c5d901326feefdb41e74e3557b364ca2","10","Evidence from the ground suggests that emerging partners have also provided significant amounts of AfT, although this goes largely unrecorded. In the future, there might therefore be a greater need to monitor more effectively Southern partners’ AfT activities in LDCs to capture more fully their impact on host economies. China launched a dutyfree scheme for LDCs’ exports in 2010. While it is too early to meaningfully assess the impact of the scheme, available evidence seems to suggest that it has not stimulated non-oil exports from LDCs."
"52","c706fb5d5eafb9e2b7abfabda0bd0f9c","10","Available data shows that Europe and North America - the two regions that represent the majority of developed countries - account for 11 per cent and 25 per cent respectively of SPS measures in force in 2013 (Figure 7.15). Conversely, Latin America and the Caribbean, and East Asia - two developing regions - together account for 49 per cent of all SPS measures, and each applies more such measures than Europe. More generally, NTMs are often perceived as beyond-the-border constraints imposed by the importing country. In reality, a whole range of ‘behind-the-border’ measures, such as pre-shipment export inspection, certification required by local authorities, export licensing (or prohibitions), export taxes and charges, and foreign exchange regulation, tend to constrain LDC exports and raise the cost of exporting. For example, the ITC survey of Malawian exporters registered 58 NTM cases applied by the government of Malawi compared with 48 by importing partners (ITC 2012). Indeed, to the extent that domestic NTMs affect exports to all countries (perhaps some more than others), they are a more serious concern for exporters than are NTMs applied by importing countries."
"53","cf07882dff4cee251d32f9d09b2f0970","10","Finger and Schuler (2000) estimated the implementation costs of just three areas (customs valuation, Trade Related Aspects of Intellectual Property Rights [TRIPS] and sanitary/phytosanitary measures) would cost each developing country around US$150 million - a huge sum for many least-developed countries. Overall the agreement was not only unbalanced, it was unjust. For instance, access to lifesaving generic medicines was restricted, countries’ health budgets were hit badly and/or access to life-saving medicines was diminished, and newly flourishing generic drug companies in developing countries saw their prospects wane."
"54","d2086a785882f435a0bbb1639f0496b9","10","In all these cases, LDCs participate in the research efforts and derive benefits from research results. Knowledge flows and technical cooperation have become major components of South-South economic relations, diversifying the sources of knowledge transfer and partnership for LDCs (UNCTAD, 2010: chaps. South-South technology transfer is complementary to North-South knowledge flows, the two sometimes being combined in triangular cooperation, whereby South-South knowledge flows are facilitated and boosted by developed country donors (UNDP, 2009). Achieving the Goals and the objectives of the IPoA will require a major increase in ODA to LDCs, to meet the international target of 0.15-0.2 per cent of donor country gross national income."
"55","d46dab4d24146fe37b43f4c97f8ca019","10","In recent days, there are discussions on the introduction of school enrolment and attendance as conditionalities for receipt of the CSG. A comparison between the potential labour market effects of the OAP and the CSG, two programmes with different target populations, eligibility rules and more importantly different levels of benefits paid, allows a better understanding of the mechanism through which CTs may affect labour market outcomes. In the case of most emerging economies, where extended families are the norm, spillover effects of CT receipt on other household members can be particularly important if income is pooled in the household."
"56","d6f44e4cd923c9c50b1a33a56ee1d168","10","The inference is that poverty may have a different social significance in countries of similar income levels and that richer countries may have greater scope for engaging in a national debate about what poverty is and who should be classified as poor. Setting a poverty threshold is therefore a technical exercise of an extremely political nature, which can serve an increasingly important social cohesion goal, as countries’ average living standards improve and grow. Locally weighted regression lines approximate the economic gradients of both sets of poverty lines, above USD 1.25/day."
"57","def5984e8302f90725087a43b1027181","10","An example is the adoption of the internet as a means of communication. To correct for these biases time fixed effects are introduced under the assumption that the source for unobserved heterogeneity does not vary across countries. They propose the use of a dynamic specification using a Least Squares Dummy Variable Corrected (LSDVC) estimator to account for this. Additionally complications in the estimation can also arise from the truncated nature of the dependent variable. The Gini coefficient which is used as dependent variable lies in the 0-1 interval and this may require the use of a logistic estimation."
"58","e027349d4c32e4b36fbf64dbfde481f4","10","Cars and other vehicles have also been sent as remittances, especially in Samoa, after the change over to driving on the left in 2009, and are distinguished as a separate category in national remittance data. It was generally accepted that remittances were an important part of the benefits of migration for all Pacific islanders. As early as 1962, Pirie and Barrett (1962: 95) predicted that emigration and the resulting remittances would become central to Samoan economic planning, and quite quickly the predicted level of remittances formed a crucial element in the formulation of early national development plans. More than 50 years ago, Pirie observed that Samoans in New Zealand had remitted some US$15 million and that this was of major assistance to Western Samoa in meeting its overseas payments (1960: 596)."
"59","e68584aef0067c16097c1425d1a6a72c","10","The pattern of globalization of the past decades has fortified the interdependencies of the major underlying factors that have led to these multiple crises. This pattern was characterized by strong consumer demand in the United States, funded by easy credit and booming housing prices. Far-reaching financial deregulation facilitated a massive and unfettered expansion of new financial instruments, such as securitized sub-prime mortgage lending, sold on financial markets worldwide."
"60","f3f3e481b4ecc83b99d6a0d81bc3a653","10","In 1995, the average level of the minimum wages was CNY 195 per month, which went up to CNY 616 in 2008. Most cities have strengthened implementation in recent years, which could be reflected in a high adjustment frequency, a greater absolute increase in minimum wage rates, and high growth rates. In particular, in 2006, nearly 90% adjusted their minimum wages, which reflects that the minimum wage policy is beginning to be valued by local governments, and the minimum wage is now used as a policy instrument."
"61","f931e5cb5f515c9e08fe7f43427333f6","10","Southern partners can also provide better market access for LDC exports. While China and India already have duty-free schemes in place, they (especially India’s DFQF scheme) could be improved in terms of product coverage and RoO while addressing potential non-tariff barriers to LDC exports. Existing schemes should also consider extending preferential market access to services."
"62","fa2ddefba5e478258ef60c19ecac5d00","10","Building on Keynesian theoretical insights, Governments made employment, stability and growth important subjects of public policy and took responsibility for assuring their citizens a degree of economic wellbeing, with such steps leading to the creation of the welfare state. In Europe and Japan, industrial policies were key elements in post-war reconstruction. Poor countries would need to move away from a dependence on primary exports and the rural economy and develop manufacturing industries in order to foster more dynamic growth processes, major investments in infrastructure and new activities would be needed to create the right initial conditions."
