"","Text ID","SDG","Text","Group","Finn","Gib","Jean-Baptiste","Meike","Steve","Alignment","Consensus","Rationale","Notes","Ivan"
"11","23ff71bd86cc0ff115e9b1be5a39a5e8","1","This is a revised and updated version of the Working Paper published in January 2014 (April 20114). Requests to utilize larger portions or the full publication should be addressed to the Communication Unit at florence@unicef.org. Multiple Overlapping Deprivation Analysis for the European Union (EU-MODA): Technical Note, Innocenti Working Paper No.2014-01, UNICEF Office of Research, Florence. The prime objectives of the Office of Research are to improve international understanding of issues relating to children's rights and to help facilitate full implementation of the Convention on the Rights of the Child in developing, middle-income and industrialized countries. Through strengthening research partnerships with leading academic institutions and development networks in both the North and South, the Office seeks to leverage additional resources and influence in support of efforts towards policy reform in favour of children. For that reason, some publications may not necessarily reflect UNICEF policies or approaches on some topics.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"12","270570d69b9a3dc096819d641b83a7ab","1","The vast majority of households do not have the capacity to pay for such services. For households that do report care spending, the actual market demand expressed in monetaiy terms depends on total household income and on the range of needs they need, want and are able to meet. Spending on health care inside and outside the household was grouped together, showing that most of this spending goes on older persons in the household, the sick and persons with disabilities.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"13","37f2174ec89f9c073a0b42bda64b2ace","1","For the first time, clear targets have been set to end these evils, and the relationship between them and sustainable growth has been recognized. Put simply, ending child labour, slavery, trafficking and violence against children is directly tied to achieving most of the other development goals. However, what matters most is the will in the words, not the words in the will.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"14","3bf6c98fffe7ede5afe0dd7f9cdb3b68","1","They have undertaken advocacy and awareness-raising activities among working people on issues related to gender equality. Some CSOs have also engaged in research and awareness-raising activities to enhance women's knowledge of their rights. In the Democratic People's Republic of Korea, the General Federation of Trade Unions of Korea undertakes advocacy and awareness-raising activities among workers on issues related to gender equality, and ensures that women's rights are guaranteed.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"15","3cc237808571be77d22403ae313de522","1","In the case of poor families, this type of integration has been promoted fairly successfully through a number of co-responsibility transfer programmes (CTPs). This gives prominence to the pathways by which families and individuals reinforce their rights and their ability to access areas of contributory social protection or, where this is not possible, non-contributory social protection mechanisms to cover these needs with differentiated actions tailored to their profile. By being guaranteed for all citizens, these minimum levels are universal and establish a framework in which citizens not only demand and consume services, they are also holders and subjects of rights, with the capacity to demand that these rights be realized.",NA,"TRUE","TO DO","TO DO","TRUE","TRUE",1,"TRUE",NA,NA,NA
"16","3d473f024326ad8ea7d724717e942917","1","Ill (LC/G.2488-P), Santiago, Economic Commission for Latin America and the Caribbean (ECLAC). Evidence from El Salvador's Comunidades Solidarias Rurales"", 1FPRI Discussion Paper, No. Version final"" [online] http://www.oportunidades.gob.mx/ EVALUACION/es/ docs/ docs2005.php. New York, Routledge/ United Nations Research Institute for Social Development (UNRISD).",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"17","4e3476ab20dba2595e704e18de85f420","1","But the long list of problems cited above also translates into significant costs for society as a whole. In addition, there is a significant cost to business and to economies as a whole in the lower skill levels and reduced productivity that are the inevitable result of a large number of children failing to develop to their potential. Finally, there is a cost that must be paid by all in the threat that bottom-end inequality poses to social cohesion and the quality of life in advanced industrial economies. “ Wide inequality,” says the 2010 report of the United Kingdom’s National Equity Panel “is eroding the bonds of common citizenship and recognition of human dignity across economic divides.",NA,"FALSE","TO DO","TO DO","TRUE","FALSE",0.333333333333333,"UNDECIDED",NA,NA,NA
"18","5cdc0ee52c091af398aa06b882e562e1","1","This Chapter examines the potential for building community resilience. It reviews the capacities and strategies that allow communities to recover, showing the importance of equitable and sustainable economic development, of ensuring strong social capital, and of empowering communities. It also considers further ways of enhancing resilience to disasters and economic shocks. Without the safety net of savings, property and other buffers - they have less capacity to cope and often experience multiple and repeated shocks that further erode their capacity to cope.1 Already disadvantaged by social and economic imbalances, the poor can thus be further marginalized into vicious cycles of chronic hardship, sometimes for generations. In 2012 it was ranked the Asia-Pacific country 'most at risk'. Between 2002 and 2012, it experienced three cyclones, affecting 2.6 million people, three floods, affecting 500,000 people, and two major earthquakes, affecting 20,000 people.","Crises","TRUE","TO DO","TO DO","FALSE","TRUE",0.333333333333333,"UNDECIDED",NA,NA,NA
"19","665813c141348f6ac11bb0650b0538bb","1","Excluding pensions from the calculation of eligible family income, on the other hand, would increase the number of eligible beneficiaries by 46 per cent (Delarue and Nikaj, 2009). Eligible families are identified through a mix of community-based targeting and means testing. A commission chaired by the deputy-chairman of each district (hukumat) is responsible for the final selection of beneficiaries.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"20","68d66bb4f84b270558b25c49f19b41eb","1","The lines for all five countries are essentially flat, which implies that there is very little systematic variation in rates of benefit receipt between calendar months. Any month-to-month fluctuations in benefit receipt observed in the monthly rates of benefit receipt for Sweden and Norway in the bottom-left panel represent ‘noise’, i.e. random variations, rather than seasonal effects. Figure 6 shows that 2-4% of working-age individuals in Latvia and Norway receive HB while the corresponding share is 3-6% in Germany and 8-10% in the Netherlands and the United Kingdom.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"21","6c001d3a1272c3ba6e38e95e53040bcf","1","Where changes in the anchored poverty rate across the EU or the OECD are reported, it is usually only done for the overall population (Caritas Europa 2014, OECD 2014, Social Protection Committee 2014). The severe material deprivation indicator uses the threshold of four items out of nine. The only exceptions are Slovakia and Hungary, where severe deprivation increased to a greater extent than would have been (linearly) predicted based on their standard deprivation rates, and Ireland and Poland, where the reverse pattern was observed. However, as the child deprivation module is currently only available for one wave, it cannot be used to analyse the changes during the Great Recession. The absolute difference in the poverty change between children and the overall population is then used as an indicator of how much poorer children have become over the course of the Great Recession compared to the population as a whole.",NA,"TRUE","TO DO","TO DO","TRUE","TRUE",1,"TRUE",NA,NA,NA
"22","72a452d93bcd12adcbbceb08437c08dc","1","The provisions for partnership in Goal 8 of the MDGs need to be strengthened and include quantitative, time-bound targets, besides those established for ODA flows. The crises of the last decade have shown that instability in global markets (e.g., finance, food, fuel) is a key issue demanding priority attention. In addition, rising natural disasters, partly caused by climate change, as well as political violence and poor health conditions continue to contribute to human insecurity.","Crises","TRUE","TO DO","TO DO","FALSE","FALSE",0.333333333333333,"UNDECIDED",NA,NA,NA
"23","76ccb0eaf9be41638dc1a61eac66821b","1","In this case, the evidence shows that the proposed index is extremely robust to changes in these parameters. When all k values between 10% and 70% were considered, 93% of all possible comparisons between pairs of observations were robust.3 When k values were restricted to a range of between 20% and 40%, the percentage of robust comparisons rose to 98%. The Kendall coefficient for k values between 10% and 70% varies between 0.89 and 0.99, while the Spearman coefficient ranges between 0.98 and 0.99.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"24","84e07706805f80cfc90d5d1693711c70","1","In other words, a broad reduction in child poverty is to be expected here, not so much from an increase in the employment rate, but from an improvement in the quality of the jobs occupied by parents and/or better compensation by the redistributive system for the penalty weighing on the poverty rate. A sharp decrease in poverty rates can also be expected from a reduction in the child penalty bom by single-parents in many countries (Austria, Belgium, Chili, the Czech Republic, Estonia, France, Iceland, Italy, Japan, Lithuania, Luxembourg, Mexico, Portugal, Sweden, Tukey and the United States) where the lowest poverty rates among single parents occur when the poverty rate for single parents is the same for childless singles (Table 5). In fact, for France and Japan the lowest overall family poverty rate occurs when the poverty rate for single parents and childless singles are the same (Table 4 Column 6).",NA,"TRUE","TO DO","TO DO","TRUE","TRUE",1,"TRUE",NA,NA,NA
"25","973a6415bb75521a0add392f441a4cc1","1","To do this, in the calculations and analysis carried out in this document (unless otherwise specified) the Centre region should be understood as “the Centre region excluding Yaounde” and the Littoral region as the “Littoral region excluding Douala.” In the ECAM survey, urban areas include cities with at least 50 000 inhabitants, all other localities are considered as rural. According to this logic, 36.24% of Cameroonians were urban in 2007 across the entire population, while this figure was 30.7% for children aged 0 to 14. In the general census, however, any town with over 5000 inhabitants and all towns which were the administrative centre for a county were considered as a city.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"26","9d67ccf668e51d50571e9fbaa0371671","1","The highest figures correspond to the northern, north-eastern and central-western regions of the country. The settlement of these areas, especially the zones along the southern and eastern borders of the Amazon jungle, is quite recent, and the production of agricultural commodities for export in these areas is steadily increasing, but the cities in these zones are still not fully developed. The variables associated with the greatest deprivation have to do with urban services (running water, sewerage systems and systems for the disposal of household waste, etc.).",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"27","a0dfefb2ac583d2cc6811959e6c7cbcc","1","The extension of income data at sub-national level is part of the OECD work on advancing the measurement agenda of wellbeing to regions and cities (see http://www.oecd.org/regional/how-is-life-in-your-region.htm). Income-based measures of poverty at regional level are a first step towards more encompassing metrics of deprivation that include non-monetary measures. High disparities between regions can undermine national economic grow'th, leading to inequality of opportunities and creating social tensions that in turn may sustain regional imbalances over time (OECD, 2011b).",NA,"TRUE","TO DO","TO DO","TRUE","TRUE",1,"TRUE",NA,NA,NA
"28","a332c0610efeb53ca0332b114988ebf5","1","Increases in house prices slowed down around the period of the financial crisis, but then price inflation went back to its pre-crisis level. Overall, house prices in household income increased sharply, and after falling around 2008, the house price to rent ratio returned to rising sharply. Recently, house prices declined in energy-producing regions, continued to rise strongly in Vancouver and Toronto, and have risen modestly elsewhere. In this context, the purchase of real estate often becomes unaffordable for low-income families who, as it will be seen in the next section, are increasingly likely to rent their homes. The standardised price-rent and price-income ratios show the current price-rent and price-income ratios relative to their respective long-term averages.","Ownership/Rights","TRUE","TO DO","TO DO","FALSE","FALSE",0.333333333333333,"FALSE","target 1.4 focuses on equal rights, not on equal opportunity",NA,NA
"29","a62aeaec857f6aae35cd482f65472f90","1","However, the stimulus that these policies provide are very small at the macroeconomic level, and are far from fully counteracting the crisis’ negative effects on real GDP growth (figure 13). The policy of cash transfers appears to be the least effective in this sense, although its results are not enormously different from those produced by the VAT reduction policy or elimination of customs tariffs on food products. These results are consistent with expectations at the macroeconomic level, indeed, if the simulated policies can provide a rapid response to the socioeconomic harm of the crisis, their effects are only transitory and, as a consequence, are not sustained enough to address alone concerns about economic recovery. To effectively boost growth, specific policies would have to be implemented to encourage accumulation and efficient use of production factors, along with improved productivity. However, measures which flow from such policies are not generally applied immediately and cannot be seen as rapid responses in cases of exogenous shocks.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"30","a8db59d57a2008bba8da65220d6a7195","1","Indeed, there is no guarantee that results on the capacity of a social programme to reduce poverty by a given amount will translate to another country if the poverty line is set in a different way. We propose that this line be set at a multiple of median income, which makes the poverty line sensitive to the distribution of welfare in the country, rather than being solely determined by the mean of the welfare metric used. This relative poverty line can fruitfully be used alongside an absolute poverty line, which we set at the level of the international dollar-a-day poverty line. Considering that the international 1.25 dollar-a-day poverty line sets a minimum income for fulfilling survival needs, the 1.25 dollar-a-day line may appear more relevant when the relative poverty line falls below this level.",NA,"TRUE","TO DO","TO DO","TRUE","TRUE",1,"TRUE",NA,NA,NA
"31","a99f527978e3e5f5ba200375b6bc299e","1","In the Netherlands and Luxembourg, by contrast, median spell durations tend to be very long (9 and 15 months, respectively) but benefit leavers are unlikely to return to benefits. In Norway and Sweden, a very small minority (2% and 4%) of recipients stay on benefits for extended periods of time of more than 24 months. In Luxembourg, the majority of spells also last shorter than 2 years, but longer spell durations beyond 2 years are much more common here (38%).",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"32","aa37d9eb7eee77657e8bcefb63fde2fc","1","The gains are realised when the owner sells the asset and cashes in the gains. Smeeding and Moon (1980) have compared alternative methods for the evaluation of a set of services, finding negligible differences between the cost of production and more subjective metrics such as the utility value. See OECD website, “Going social: the great tax-benefit balancing act” on wages and benefits indicators, wwuj.oecd.org/els/bene/itsandujagesoecdmdicators.htm.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"33","aea1ca9db48210eaaac7f4766abc83ea","1","Section 5 concludes discussing the statistical agenda to extend this work. The indicators rely on the most suitable data source available in each country, with the selection of sources generally decided in consultation with national authorities. Data and indicators are collected through a network of national consultants who provide standard tabulations based on comparable definitions and methodological approaches.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"34","b383a9976f7643e96b05ff7f207c1ff0","1","From 1990 to 2015, more than 1 billion people were lifted out of extreme poverty. Achieving SDG 1, however, will nonetheless not be easy. Over 700 million people continue to battle extreme poverty, living on less than $1.90 per day. The world population continues to grow. Poverty eradication efforts will demand we reach communities alienated within current development pathways because they lack productive capacities, live in remote areas without access to services or face discrimination. Many people who escape income poverty may remain relatively poor in their local context or face deprivations in health, education and shelter.",NA,"TRUE","TO DO","TO DO","TRUE","TRUE",1,"TRUE",NA,NA,NA
"35","b91ff29bf9d09fd26d5d7848be67f6b9","1","In terms of the hungriest, 16.1 per cent are found to be ultra hungry in Bangladesh, with 15.9 per cent in rural areas and 17.1 per cent in urban areas. In Lao PDR, the share is 16.1 per cent, with 10.7 per cent in rural areas and 31.4 per cent in urban areas. In Timor-Leste, the figure is 25.0 per cent, with 25.0 per cent in rural areas and 25.2 per cent in urban areas.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"36","c39ae8c69efcaa79b4c6d0930c34098d","1","The impact analysis found that members of the health insurance system were more likely to seek treatment in health facilities rather than to self-treat (Jowett, 2001). And the Early Intervention Programme of Belarus is one of the best practices for children with special needs in the CEE/CIS region. Due to this programme, access for children with special needs to quality early intervention health services has increased. Between 2003 and 2008 the programme produced a 20 per cent increase in the number of children under 8 years benefiting from appropriate care and feeding practices for their survival, growth and development, including early identification of children with special needs (UNICEF, 2011b).",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"37","ca5354239685a06ecd25c783fac3ae38","1","One reason why researchers have not fitted higher-order Markov models more frequently may be that researchers may not be aware that it is possible to fit such models using readily-available software. Second, higher-order models require long runs of panel data and these data may not always be available. One might argue that first-order DREP models are sufficient to capture the key distinction between heterogeneity and state dependence as determinants of SA receipt histories - note e.g. the relative unimportance of second- and third-order lags cited earlier - but the veracity of this case has not been rigorously scrutinised. An additional complication arises from the fact that approaches for dealing with the initial conditions problem need to be adjusted when higher-order lags are added to the DREP model.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"38","cb3a204ccf4966a35a7bde900d0825f0","1","The costs of not taking the opportunity will undoubtedly be even higher. Children need to be supported and protected from avoidable ‘falling behind’ at all stages of their development, but the point of greatest leverage is the point at which the process begins. In this sense the metric used -the degree of bottom-end inequality in child well-being — is a measure of the progress being made towards a fairer society.","Social Protection","FALSE","TO DO","TO DO","FALSE","TRUE",0.333333333333333,"FALSE","link to SDG 1 is indirect",NA,NA
"39","ccc75c81fa27bb7f1b3e268a617a89a8","1","The analysis summarises and extends recent country studies on the dynamics of SA receipt for Norway (Bhuller & Konigs, 2011, Bhuller, Brinch & Konigs, 2014), Luxembourg (Konigs, 2012), and the Netherlands (Konigs, 2013). In addition, it presents previously unpublished results for Sweden. The results for Latvia are taken from findings of a World Bank study (World Bank, 2013) in which two of the authors were involved.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"40","d29a9065dd309a3811c7bbe2886ddbe6","1","Conversely, authors such as Barro (2000) and Lopez (2004) do not find any relationship whatsoever between inequality and economic growth and maintain that investment levels do not significantly depend on inequality. Some income inequality data for Brazil between 1995 and 2009 are shown in table 2. These data are the Gini index, the ratio between the income of the richest 10% and the poorest 40%, the ratio between the income of the richest 20% and the poorest 20%, the ratio between the income of the richest 10% and the poorest 10%, the average per capita household income and the percentage of people below the poverty line. The ratios of the incomes of the richest 10% relative to the poorest 10% and of the richest 20% relative to the poorest 20% also declined significantly during the period, especially the former, which moved down from 67.0 to 43.8. Meanwhile, per capita family income grew by approximately 22.5%. The last column shows that the proportion of people below the poverty line stabilized at around 19%.","Fact Stating","TRUE","TO DO","TO DO","FALSE","TRUE",0.333333333333333,"UNDECIDED",NA,NA,NA
"41","d32379724cbda07318cf80a2963c712a","1","Almost no country has been completely spared by the crisis, however, some economically advanced countries have been hit more severely, while others have been more resilient. Indeed, the growth performance of rich countries during the Great Recession has been heterogeneous. Similarly to other countries, they experienced a sustained increase of demand in the years before the crisis, which pushed up asset prices and private debt. Yet the lack of stringent supervision and easy access to credit fueled a speculative bubble that led to bank failures, large fiscal deficits and increasing fiscal vulnerability. Since they were not able to face the negative consequences of the crisis, they asked for external support from IMF/EU/ECB and quickly accepted a process of fiscal adjustment.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"42","d69606bfe08167db581fd5ed1bfc9f08","1","It is calculated using the number of deprivations that the multidimensionally deprived children encounter, divided by the maximum number of dimensions considered, showing the average number of deprivations the deprived children experience. The child population per country is calculated multiplying the total population size in 2012 (retrieved from the World Bank Databank, Oct 2014) with the percentage of children as a share of the total population of each country (derived by authors' calculations based on DHS/MICS data, see Annexes 1 and 2). In 2012 these countries represented 78% of the total population of sub-Saharan Africa (and 10% of the world's population).",NA,"TRUE","TO DO","TO DO","TRUE","TRUE",1,"TRUE",NA,NA,NA
"43","d90aa94da60f11492c6e6b995a5f4f0e","1","Indeed, it captures whether the global economic recession brought a trend reversal in the performance of child indicators with respect to the previous pattern in the countries under review. Then, country indices were averaged out by exposure group for each year.14 We have indexed the graphs to 2008 in order to focus on changes before and after the base year, so the figures show (relative/proportional) changes rather than levels. For negative indicators, such as child poverty, the higher the index, the worse the setback. In Annex 5 we report the trend lines disaggregated by 4 country group categories.",NA,"TRUE","TO DO","TO DO","FALSE","TRUE",0.333333333333333,"UNDECIDED",NA,NA,NA
"44","d9ed7046273240de0e8ab07479bcbf2d","1","Within this context, the quality of government institutions decreased. Non-formal primary education has been introduced with the aim of providing primary educational services for children outside formal institutions in rural areas of the country. There are no large differences to the formal school curriculum while classes are composed of about 30 pupils (almost half respect to formal schools). At the beginning, 22 experimental non-formal primary education centres were established.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"45","da7fab1e23cb3e0f0f98af5d57e44edb","1","But practically, we know that we will need to consider a number of possible trade-offs when selecting the best indicator among a set of possible indicators. The best measures may not be collected frequently to allow yearly comparisons. Our desire for longer time series rather than single measurements may be compromised if the measure changes substantially from one year to the next.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"46","daad8a68fc5357535a9aaefc0dc1856b","1","More details on the specific noncontributory benefits per country can be found in Annex 1. In 2010, Kyrgyzstan allocated USD 85.7 million to non-contributory cash transfers, representing 1.65 per cent of GDP (Gassmann, 2010b). The total social protection budget including social insurance is 5.2 per cent of GDP in 2009.","Social Protection","TRUE","TO DO","TO DO","FALSE","TRUE",0.333333333333333,"UNDECIDED",NA,NA,NA
"47","f06121701afe5ec59c88be55e86f17c1","1","In most countries, household income also includes an imputed rental value for owner-occupied dwellings. For Brazil, this study has used the indigence lines estimated by the Brazilian Geographical and Statistical Institute (IBGEI. For Colombia, the thresholds proposed by the Colombian Mission for the Linkage of Employment.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"48","f73cae40216ae8cdad1333d4b79a05b4","1","It was found that 85% of all possible comparisons between pairs of observations were robust to these 98 variants. When the alternatives were restricted to a narrower range of three k values, 20%, 30% and 40%, the proportion of robust pairs of combinations rose to 91 %. » It was found that 84% of all possible comparisons between pairs of observations were robust to these 196 variants. When the alternatives were restricted to a narrower range of three k values, 20%, 30% and 40%, the proportion of robust pairs of combinations rose to 90%. It was found that 81 % of all possible pairs of comparisons were robust. When the alternatives were restricted to a narrower range of three k values, 20%, 30% and 40%, the proportion of robust pairs of combinations rose to 88%.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"49","fc621d24f9f0168b025ababc25236a68","1","Up to December 2006, the same factor was applied to both lines. Since 2007, however, the indigence line has been adjusted to reflect changes in the food CPI, whereas the part of the poverty line that corresponds to non-food spending is adjusted by the relevant CPI. Since 2007, therefore, the differential between the indigence and poverty lines has ceased to be constant. In line with usual ECLAC practice, the data have been corrected to account for non-response to some income-related questions by wage earners, the self-employed and retirees, and to mitigate probable underreporting biases.",NA,"TRUE","TO DO","TO DO","TRUE","TRUE",1,"TRUE",NA,NA,NA
"50","fd92b8b335369babaa227a6be09b0e8d","1","This calls for including care in the economic analysis (care as the ""shadow of work”), understanding its relationship to gender oppression and recognizing its value as a meaningful activity and a responsibility of citizenship. El cuidado como eje de politicas y de actores en America Latina"", Seminarios y Conferencias series. Just for the sake of setting a cut-off age, there is no question that beyond the age of 80 the fragility- rate is high, independence is inconsistent and there is a risk of functional loss.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
"51","2d129daebd4a9c2d302351e88fc478fa","1","Yet, even if backward linkages are initially absent, concerted efforts can help in developing such linkages over time, as the East Asian newly industrializing economies demonstrate (see Wade, 1990). In fact, emphasis on backward linkages is often necessary even for the very survival of the current lines of production. For example, the experience since the elimination of the international quota regime on textiles and clothing suggests that poverty reduction through labour-intensive exports is not sustainable without the development of backward linkages.","Fact Stating","TRUE","TO DO","TO DO","FALSE","TRUE",0.333333333333333,"UNDECIDED",NA,NA,NA
"52","71c0af98b8216ec275a8393e4a854e7f","1","On the other hand, inequality-poverty elasticity may be higher or lower than zero.' This means that poverty changes may result both from economic growth (typified by the increase of average income) and from a decline in income inequality. However, the poverty reduction effect is much stronger when both factors combine. The arithmetic average of this variable is then established and average income values thus obtained for the states in the sample.",NA,"TRUE","TO DO","TO DO","TRUE","TRUE",1,"TRUE",NA,NA,NA
"53","e6612305f831504cd8297e270b584815","1","Indeed, the most common health problems in China today relate to tobacco use, blood pressure and obesity, which are not typical of poor populations. In 2000, the average life expectancy of rural residents was 69.6 years, 8 per cent lower than the average for urban residents of 75.2 years. Maternal mortality in rural areas in 2006 was nearly double that in urban China, at 45-5 per 100,000 live births compared to 24.8.",NA,"FALSE","TO DO","TO DO","FALSE","FALSE",1,"FALSE",NA,NA,NA
