"Text ID","SDG","Alignment","Rationale","Comments","Notes"
"c2960a2966661cc6168ace0e738ff27a","11",0.3333333333,NA,"- Finn: air quality",NA
"f333389933e7a4c88cc6938f62c84b49","11",0.3333333333,NA,"- Finn: transport?",NA
"374476374face68cd69c384037410d5d","11",0.3333333333,NA,"- Steve: 11.a, again rather weak link",NA
"12128c9d99e298a5a86fec6053a25347","12",0,NA,"- Steve: on waste reduction",NA
"2b1b85e4586716ccac4cfbab9226cc65","12",0.3333333333,NA,"- Steve: links to sustainable resource management","maybe yes: the last sentence implies unsustainable consumption and production. To discuss next time where to draw the boundaries for what is too implicit and what is still OK."
"703dd858d96d671944d27c5a06867a10","12",0,NA,"- Steve: on data only",NA
"83a90deca523f0cfc53e97ed2921a6a6","12",0,NA,"- Steve: resource use efficiency",NA
"b877f11b0df84d337b544b552a684afd","12",0.5,NA,"- Steve: no monitoring tools",NA
"8b7a84a06c90ba7a095b0307ada9a5f2","12",0.3333333333,NA,"- Steve: though vaguely linked to natural resource management (but without any notion of sustainable use)",NA
"a218ee95081ac58f5a8c35f0fb15c302","12",0,NA,"- Finn: link to global compact",NA
"ad30b568778b199cdbabb1a10d691944","12",0,NA,"- Steve: data reporting only",NA
"fe00789e13ec56b1624f016c682abea0","12",0.3333333333,NA,"- Gib: Could be SDG 12, but it is unclear what companies report about.",NA
"dfd51e36b47fe8a10fdd1d789001501e","12",0.3333333333,NA,"- Steve: just data reporting",NA
"e4ff2d35f08d2d1acc0d03aa9df6f4b9","12",0,NA,"- Gib: Can be false. The passage states facts on challenges of sustainable tourism but does not directly addressing the goal.
- Steve: again not on monitoring",NA
"9fd2870b7e589b645d6740ac4d498527","13",0.3333333333,NA,"- Finn: awareness raising
- Steve: not so strongly linked to tackling climate change though",NA
"a2deed2945173b7fb758c45538d672a9","13",0,NA,"- Finn: related to target 13.1, but more about measurement
- Steve: flood risk but not talking about resilience or adaptive capacities",NA
"7d5ec4b7cae0a43bf0aed9ee779a4322","13",1,"not enough labelers","- Finn: primarily SGD 7, SDG 12",NA
"39e8f1930335d2a3b6161db61e538edc","13",0.3333333333,"not specific to natural disasters","- Steve: anti example of resilience and adpative capacity to disaster risk management?",NA
"e54d664ae53e320d2fc2f76302fb5f81","13",0,NA,"- Finn: unclear link to climate
- Steve: same with adaptation again",NA
"8c27ff6209202070dbd763c6241ad2bd","13",0,NA,"- Finn: not enough context that it is about climate",NA
"df44786a351fe3f62c262366d0e30b62","13",0.3333333333,NA,"- Finn: fight climate impacts? weak
- Steve: more fact stating",NA
"4cf9ad44865017149316746a9793ad1b","13",0.5,NA,"- Gib: Adaptation could be about any topic.
- Steve: again not clear what adaptation refers to",NA
"d3e9bef8791d582b81f1846de0829f42","13",0.6666666667,NA,"- Finn: unclear link to climate change
- Steve: again probably refers to climate adaptation but its not clear",NA
"ddb861597cce222b4844bc939b075d59","13",0,NA,"- Finn: unclear if linked to climate
- Steve: again not so clear",NA
"aa2adfe9074fa3446561751b07bbe1fd","13",0.3333333333,NA,"- Finn: target 13.b",NA
"efda660886221e58c1e49fa726c6be33","13",0,"PDNA is not specific to natural disasters","- Steve: PDNA = Post Disaster Needs Assessment",NA
"878040846cfddc6b0f3cd28e1cf7d045","13",0.3333333333,NA,"- Steve: low carbon transition as cc mitigation",NA
"758482b92be0d912a83c6ca5ea157e76","13",0.3333333333,"not specific to natural disasters","- Steve: on disaster resilience",NA
"39089c8f728768b345d5366230965a8b","13",0,NA,"- Finn: unclear if climate
- Steve: again not clear with adaptation",NA
"496987454c498ea9a52f60b40e4abadb","13",0.5,"not specific to climate-related natural disasters","- Finn: target 13.1",NA
"24ef40f5732472668b1ecb58b22e8d33","13",0.3333333333,NA,"- Steve: cant figure out what this is about",NA
"fb8a400d6dce461b88707fa0f4d02f39","13",0.3333333333,NA,"- Steve: green climate fund",NA
"126c6093216824ea1375d5371df461f5","13",0,NA,"- Finn: unclear if about climate or not
- Steve: adaptation to what??",NA
"7de62293b199fc692495f5c95d3a7e56","14",0.3333333333,NA,"- Steve: weak link though",NA
"21cffd2895d836599b0bf431a036c37b","14",0.3333333333,NA,"- Steve: NMFS = National Marine Fisheries Service, but no notion of sustainable management of marine resources",NA
"1bccedf6b7f73c47e16380ec7f4f9b90","14",0.3333333333,NA,"- Finn: weak",NA
"4e454b66741dc2aed78e55095d05b02f","14",0.3333333333,NA,"- Finn: unclear
- Steve: not really on environmental protection, or sustainable fishing",NA
"2700d850c1a1604de3f32e3a8ef93803","14",0.3333333333,NA,"- Finn: Habitat Directive covers land+sea areas
- Steve: not clear if it talk about marine PAs",NA
"7e7c7a7cb85b06c8a8101fc5e62e12c2","14",0.3333333333,NA,"- Steve: NORa region is marine but it doesnt link to SDG 14 or its targets",NA
"924b78e677fc97da7412d26a4f84a553","14",0.3333333333,NA,"- Finn: not specific to sustainable ocean use
- Steve: no link to SDG 14 objectives",NA
"c37d02c83ce0f764f615367128454693","14",0.3333333333,NA,"- Finn: not English
- Steve: french",NA
"5e1800076afc25857fe954facd918c19","14",0.3333333333,NA,"- Finn: subsidies",NA
"02719688ce9599e12631a4b40bcbbaa4","14",0.3333333333,NA,"- Finn: not about access to marine resources or markets",NA
"c0a28839158cea086cd49e77ab392098","14",0.3333333333,NA,"- Finn: ECA = Emissions Control Area for ships
- Steve: ECA = Emission Control Areas, mentions marine pollution marginally",NA
"a34ceef0d1e939709ad385726dbb0814","14",0.3333333333,NA,"- Finn: TAC = total allowable catch",NA
"d968fe7e63564b12511726bc94b3ded6","14",0.3333333333,NA,"- Finn: MPA = Marine Protected Area",NA
"11e18aeda202ab60b081f8930a9d94b4","14",0.3333333333,NA,"- Steve: mere fact stating?",NA
"1e0009e044486e3803b769f4bc0b40d7","15",0,NA,"- Finn: fish habitats includes freshwater?
- Steve: Measurement, Reporting, and Verification (MRV) of carbon credits for cc mitigation",NA
"f7dd38de3d6f8ce72467848d76daf2bc","15",0.25,NA,"- Steve: ecotourism needs to sustainably manage natural resources and contribute to conservation",NA
"1b0f2ddc8620632c8a15d48f6b0f461a","15",0,NA,"- Steve: 15.1 mentions inland freshwater ecosystems",NA
"a735740fcf026814dba2c2909f6deae2","15",0.5,"not clear whether biosafety relates to ecosystem health or not","- Finn: more on safety than equal access
- Steve: There's an interplay between Living modified organisms (LMO) and the risk of biodiversity loss but not super clear here in the text as it focuses more on biosafety",NA
"ce0a00cd836661238ed2927532234345","15",0.5,"very similar to 67ed2af3b43607d211063aa9dd9aec5d","- Steve: REDD+",NA
"895fb9ff3cae1cd93b263f1e98a5decd","15",0,NA,"- Steve: SANBI = South African National Biodiversity Institute, PES = Present Ecological State, 15.9?",NA
"a6a1d5897318af74411ac8de103c556c","15",0.5,NA,"- Finn: SDG 14
- Steve: more on SDG 14",NA
"793c707da80508eaea7c66cc1e08c1b6","15",0.5,"consider switching to `false` because it only talks about marine species","- Finn: SDG 14",NA
"ee6581152a19696f8b07b32900dd6423","15",0.5,"depends on our stance on fact-stating","- Steve: not talking about halting or preventing land degradation, more about socioeconomic impacts",NA
"14e341e992d9f3de407cb88383ae7d4e","15",0.5,"unclear whether it's only SDG 14 or also SDG 15","- Steve: not on inland freshwater ecosystems",NA
"1a640c81720f30f2219faa7171417444","15",0.5,NA,"- Finn: FLEGT: Forest Law Enforcement, Governance and Trade
EU: European Union
ITTO: International Tropical Timber Organization
IMM: Independent Market Monitoring",NA
"7a68736d97bb6570b2c0cfba16f234fb","15",0,NA,"- Finn: not about fair access",NA
"92949ef27607aa62e8c0275daec8c813","15",0.25,NA,"- Finn: too unclear, probably ""true""",NA
"9d6ec508850f03b7096418349e022e93","15",0.5,NA,"- Steve: doesn't really sound that deforestation or sustainable forestry is a priority here...",NA
"d118aea53800f990f46acec73ce002af","15",0,NA,"- Steve: not sure what CEA is",NA
"1b7ad33f6cc1f571f25f1a908ceb0ab2","16",0,NA,"- Finn: weak link",NA
"483ea5a0bdeeeb857f35f42a39803403","16",0.5,NA,"- Steve: fact stating?",NA
"4d3bec269efa8c93a5f901b95d5642af","16",0.5,NA,"- Steve: more on access to education",NA
"589dcd3f6e3e218ea7a4bee972390af2","16",0,NA,"- Steve: inclusive policies? Non-discrimanatory?",NA
"5e649b773afc81706defb2785b964987","16",0.5,NA,"- Finn: conflict, politics",NA
"8d180616f2b86c7cc93f036fdda62f94","16",0.5,NA,"- Finn: focus on peace",NA
"02d363218ca98431f0b98e877a86a3fe","16",0,NA,"- Steve: transparent and effective institutions",NA
"a81a92cb20f10e5529366cca258101a7","16",0,NA,"- Steve: weak link to 16.7 though",NA
"089e98873261b350591b97bd13010cc8","16",0.5,NA,"- Steve: could be linked to 16.6?",NA
"4920bda5bd27d3ddef7cbf1b77538b28","16",0.5,NA,"- Steve: no real link to SDG 16",NA
"f85c3316dbd5971e92b1d82bb0d4e64d","16",0,NA,"- Steve: more responsive decision making enough to link to 16.7?",NA
"be811285102a5001690bf33d8f907915","16",0.5,NA,"- Finn: global governance",NA
"4b7bb836ce260d83035e1cddbea6c891","16",0.5,NA,"- Steve: 16.2 much more on ending abuse, violence, trafficking",NA
"c78359c4869a35669e9377dc75d62791","16",0,NA,"- Finn: last sentence",NA
"f2e26257b22c2f821e65d7c1640d9f19","16",0.5,NA,"- Steve: fundamental freedoms?",NA
"1addd30d8ae8410c274243bc563613af","16",0,NA,"- Steve: again only fact stating? Or can better tools to analyse crime and terror actually be seen as leverage point in the fight against crime?",NA
"1b97ba685ac3a971f21d6e621137f7d3","16",0.5,NA,"- Finn: corruption in law enforcement
- Steve: last sentence on corruption",NA
"49927e1f9df77a5acbc3147be006fa2f","16",0,NA,"- Steve: no value",NA
"b53df6a760ffa11837c70e90041eee2a","16",0.5,NA,"- Finn: public policy development
- Steve: though vaguely links to 16.7 Ensure responsive, inclusive, participatory and representative decision-making at all levels.",NA
"fe4b55f8505c4d4dc6f3e64707fa4516","16",0.5,NA,"- Finn: global governance",NA
"427ccdb909f71cc0eefcadba520463c9","16",0.5,NA,"- Finn: identity",NA
"9a31ff362bdb1fe8372c51018fcc1d74","16",0.5,NA,"- Steve: inclusive policy making?",NA
"b83fcb0ab6da78600dab0d02e897f85f","16",0.5,NA,"- Steve: though very weak link: 16.b Promote and enforce non-discriminatory laws and policies for sustainable development.",NA
"6ce24f152679d754070b98a6e68b0816","17",0.25,NA,"- Steve: no developing countries context",NA
"8e341dd5fadcc8e5b7a16ec451693358","17",0.3333333333,NA,"- Steve: again PC not PCSD",NA
"99e9feacfccae32759999fc34e54dfde","17",0.3333333333,NA,"- Steve: not clear if for ODA",NA
"a5b0f691bf38ae1ba9b11ce474551016","17",0.3333333333,NA,"- Steve: partnerships",NA
"c143c038ae310e7c5d15d9f7d7cfbce1","17",0.3333333333,NA,"- Steve: 17.8",NA
"587d2c3437cf5dd56dcf301b5246d2ee","17",0.5,NA,"- Steve: 17.6",NA
"9234e72011b4d85087f8cff80ae0645b","17",0.5,NA,"- Steve: 17.4",NA
"9cd5d99078edee795d3fdf0d3db91b76","17",0.6,NA,"- Steve: resource mobilisation",NA
"9b93f14a7860f878ece456a4d6e53656","17",0,NA,"- Steve: no developing countries context",NA
"1641e7eb2c04fe59dbc2bed76c50e411","2",0.5,NA,"- Finn: target 2.c",NA
"4853cc7249bda7f9bce65366b53f0c92","2",0.5,NA,"- Finn: target 2.a
- Meike: about agriculture but not how to end hunger",NA
"4871f573f9b753f20a634b79607c18ac","2",0.3333333333,NA,"- Finn: target 2.b",NA
"4f0fd447ddc38d58bc9844fb18d549a8","2",0,NA,"- Steve: hunger mentioned",NA
"57ee1e082b8c2af18682919de078d271","2",0.3333333333,NA,"- Steve: Biofuels are considered an agricultural commodity",NA
"61b42b465822d1bd5543015dcc685da0","2",0.5,NA,"- Finn: target 2.c",NA
"693afa9766622b26743f99a0225ec336","2",0.3333333333,NA,"- Finn: target 2.3 + 2.a",NA
"7c923bd8278e7321843a529e03020eae","2",0.3333333333,NA,"- Steve: small-scale producer incomes?",NA
"8d30df693e7c3fab3f39eeb811294062","2",0.3333333333,NA,"- Steve: Biofuels are considered an agricultural commodity",NA
"c83adb1f8a57acc122a4a4944466a3d1","2",0,NA,"- Finn: target 2.3
- Meike: indirect about land for smallscale farmers but too implicit",NA
"e1ac8d518cefb597bc5681da901074c1","2",0.5,NA,"- Gib: ""Embrapa"" makes it highly related to SDG 2. Without the term, the passage will not sound relevant.",NA
"ed734b54a62ee1b417b8227e3545e68f","2",0.3333333333,NA,"- Finn: target 2.b",NA
"eefdfe05370819034d448c939faa2107","2",0.5,NA,"- Gib: Just paper title. The content is likely to be highly relevant",NA
"7375674a23df762040d9e4eed874a203","2",0.5,NA,"- Gib: addressing hunger-environmental degradation is an example use-case of suggested method. This is too vague to be about SDG 2.",NA
"29b14c84a982842d81c0feb3200090e8","2",0.5,NA,"- Gib: Could be SDG 2.4
The clause ""which can have impacts on food production"" makes it vaguely relevant to SDG 2, but it is more like fact-stating to support argument on negative impacts of deforestation and forest fires.",NA
"fa115abd85283eea6a9af2e3b8f798b1","2",0.3333333333,NA,"- Finn: safe food -> target 1.1 (first sentence only)
- Meike: food safety not part of targets but security is",NA
"0ee0317138c7295870abbc2ff212c646","2",0,NA,"- Finn: not about adaptation",NA
"cc7c8ddf589e45f25107964d4abcd68d","2",0,NA,"- Finn: sustainable agriculture
- Meike: is about water access but not so explicitly related to food security",NA
"3b995cc3ee1388e59def7315594577cc","2",0,NA,"- Meike: implicit about reducing food insecurity",NA
"2662c39786dae46250a758b1ba81ca25","2",0,NA,"- Gib: Status about trade gain-loss in agricultural products
- Steve: 2.b",NA
"2c3a0cf5a380e1ca9413faf23eb39224","3",1,NA,"- Finn: French","Remove this since it's French"
"973adb6e4e5a155e67ccbe2abcf8bf92","3",0.3333333333,NA,"- Finn: typo
- Steve: no direct link to SDG 3 objectives, no sentiment, call to action",NA
"0dfffdc285002df74fb712fdebb927ef","3",0.3333333333,NA,"- Finn: lacking context
- Meike: about policy, but not how to increase access
- Steve: 3.8",NA
"37d3a7e131779b6598e6f6a472941bdf","3",0.3333333333,NA,"- Steve: 3.4, though only weakly linked",NA
"d59337065c3d84cec95e39ab1421cf7c","3",0.3333333333,NA,"- Steve: talking about health system revenues but without clear links to SDG 3 or its targets",NA
"c3cf58516f393343d002b942494599ef","3",0.3333333333,NA,"- Steve: 3.8",NA
"055bf95eccce28e841fa679b4d4b96a3","3",0.3333333333,NA,"- Steve: a bit of a weak link to 3.3",NA
"8e0977f6159643397afa8567cb04e74e","3",0.3333333333,NA,"- Finn: affordability, target 3.8",NA
"92371c1eebca4cc9ec781b75244442c9","3",0.3333333333,NA,"- Steve: links weakly to mental wellbeing (last sentence on psychological strength being exhausted)",NA
"191635998a2148a8f59f5c902bb83ec0","3",0.3333333333,NA,"- Steve: mental health",NA
"3126183f6f572087fb8dbd563c51d4ec","3",0.3333333333,NA,"- Steve: vaguely linked, though only mentions health systems",NA
"8474617730e4cc1ad92f196e3c552a3e","3",0.3333333333,NA,"- Finn: target 3.c
- Steve: cultural barriers of abroad-trained health personnel is not really an element of SDG 3 or its targets explicitly",NA
"90ed4d82633078a038367fd394a195a3","3",0.3333333333,NA,"- Steve: vaguely linked to healthcare access and affordability, but not strong enough and without value/sentiment",NA
"5d84caeb32cd938fb9728d229f83c12d","3",0.3333333333,NA,"- Finn: gender equality and health
- Meike: life expectancy, not about targets
- Steve: on life expectancy divided by gender, not really linked to SDG 3 or its targets",NA
"fe86036f445fe7d95f405ff211552fd0","3",0.3333333333,NA,"- Steve: not clear what text is about",NA
"616f79fa65cf716b061b8871a094b5ab","4",0.3333333333,NA,"- Steve: more data based no link to SDG 4 objectives specifically",NA
"b3649c4da6ebd658ed0fa6ccf498a97a","4",0.3333333333,NA,"- Steve: overcoming teacher shortages is essential also for ensuring universal access to education",NA
"16a22015a294a0426ccb276aa19b6d4e","4",0.3333333333,NA,"- Steve: no explicit link to SDG 4 objectives",NA
"17a8bc4757614ce6cfcca9bd0550ba74","4",0,NA,"- Steve: skills development",NA
"5809dd13bb427048d56ff6455d0ad739","4",0.3333333333,NA,"- Meike: doubtful: is maritime education meant for educating indigenous people, to provide equal access or is it about the ocean",NA
"3d425c2fa864b8f28ff469edd8e73060","4",0.3333333333,NA,"- Finn: last sentence: target 4.3/overarching
- Meike: implicit about equality between genders, more about numbers of students
- Steve: 4.5",NA
"78ef0c8f22d4c02c0066e6aa383ec1f7","4",0.3333333333,NA,"- Steve: 4.4",NA
"8f8eb9fdaec5ccfbda612611fd6d3ead","4",0.3333333333,NA,"- Finn: target 4.4 (weak)",NA
"2ab5cc24daae0ce0c8f7d241ca4a11e0","4",0.3333333333,NA,"- Meike: 4.2
- Steve: links to 4.2, but without specific call to action or value towards objective",NA
"227a9e303a8bf6bbcf3ce290f3b18a97","4",0.3333333333,NA,"- Finn: one sentence on education is tricky",NA
"9de49aed4d6acb3e29f023d8c5ab183d","4",0.3333333333,NA,"- Finn: target 4.4 (weak)
- Steve: not explicit enough as a link to vocational training, not talking about implications of continuing vocational training, not linked specifically to 4.4",NA
"a5a60ffc1c1052946430386c9eae1849","4",0.3333333333,NA,"- Steve: 4.7",NA
"65d5241da72635bfa179ea4a60e636ce","4",0.3333333333,NA,"- Finn: not enough context
- Steve: only vaguely linked to 4.5",NA
"5da6fe8724d6dd449bb236968350fe3a","4",0.3333333333,NA,"- Steve: relevant skills for employment",NA
"e2c0b3bd85978d0798b4069b139c32fe","5",0.3333333333,NA,"- Meike: about sex health, women are implied to suffer from men who cheat and get diseases
- Steve: not specifically linked to SDG 5 objectives",NA
"007f06a3cc366285d2d1530065749c62","5",0.3333333333,NA,"- Finn: reproductive rights",NA
"0bd5c32157352edddc8533212da40462","5",0,NA,"- Gib: Not sure. It's more about youth in general rather than girls
- Meike: not specifically about gender inequality, it treats vulnerability of youth",NA
"00dd087c250922be90724c77bf6de004","5",0.3333333333,NA,"- Meike: it mentions that women spend more time on caring but not how this is unfair or should be dealth with
- Steve: missing actual call to action on 5.4",NA
"8d7dc9b37931f38c5039e8cb2eef2d6f","5",0,NA,"- Finn: not specific to gender; but neither is the target
- Gib: Assuming that caregivers are likely to be women. Could also be false.",NA
"00550a0fe64ba38833102f529118d5be","5",0.3333333333,NA,"- Steve: again more on general definition than call to action or sentiment",NA
"1d739c81852aec6acdf3904d919d0524","5",0.5,NA,"- Gib: About different preference in financial decison between men-women. Not really about inequality yet.
- Steve: no direct link to SDG5 objectives",NA
"aa2e650903052a45c6c1b6828135bfac","5",0.5,NA,"- Meike: doesnt say how women in STEM will be increased",NA
"3170e6ccd61878ce07fbc1a0149eba25","5",0.5,NA,"- Finn: Target 3.1
- Meike: is tthis about the targets, or just personal story? no reference to policy or measure to protect women
- Steve: vaguely links to access to reproductive and sexual health",NA
"772a64e323ae3b9a00ab99cef581966a","5",0.3333333333,NA,"- Meike: while women protest, it doesnt say anything about inequality between women and men
- Steve: Links to active participation and leadership of women (5.5)",NA
"56bdf2e958ecda277070ad0e78ae42a0","5",0.5,NA,"- Finn: VAWG = violence against women and girls
- Gib: VAWG = violence against women and girls
- Steve: GBV 5.2",NA
"6d49772b7e0bfae5e119cc583570a9d2","5",0.5,NA,"- Steve: no direct gender ref",NA
"aebeb8ff59842b3e252c0a01e1fa88e1","5",0,NA,"- Steve: missing call to action or specific link to a target",NA
"b4567b9a5b7330fb9b2f60323c881bb5","5",0.3333333333,NA,"- Meike: most about parents, not on how this ensures equality between genders. just a remark about high working hours among german women",NA
"b543ea0cea2c54404f4f83e1fd619f27","5",0.5,NA,"- Meike: a bit implicit, because nothing is proposed to create equality
- Steve: just gender-aggregated statistics, no link to SDG 5 targets",NA
"c220beceff9bca5dfa440eb2842a49f4","5",0.5,NA,"- Finn: recognizing unpaid care work
- Gib: Not sure. Child care benefits are usually linked to women work opportunity. But this is not explicitly stated here.
- Meike: does not say anything about how women might benefit
- Steve: too weak of a link to 5.4",NA
"00f5ff6cbf35b0736888a769b8e02d49","5",0,NA,"- Meike: fact statement diff migrants women and men
- Steve: relates more to discrimination based on ethnicity rather than gender?",NA
"e851c33286390a6e3b9ae4ee35c6f113","5",0.3333333333,NA,"- Meike: gendered representative stresses that the policy needs to reduce gender inequality, or is this merely implied?
- Steve: too vague of a link, just saying that analytical lens needs to be gender-sensitive is not enough",NA
"b41993950e8ada940f2ce81ffe3a2781","5",0.3333333333,NA,"- Finn: Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGS); indirect benefit only?
- Steve: Assuming it refers to SA's NREG programme it is a: ""gender neutral programme which promotes participation of women by providing wage parity with men, provision of separate schedule of rates of wages for women, facilities for crèche, work-side sheds for children, and child care services.""",NA
"747776de24dc6a898960383ef0997e0b","5",0.3333333333,NA,"- Steve: In theory clearly linked to 5.2, but the gender-reference is missing",NA
"b7da16da7c29f33f10e1938d32ceb20f","5",0.3333333333,NA,"- Steve: gender-based violence",NA
"4916d8af58848267431dae37fcbf81d0","5",0.5,NA,"- Steve: mentions discrimination based on (for example) gender, linking to 5.1",NA
"ed20f3ece97567ca70521b9a806d9ba1","5",0.3333333333,NA,"- Meike: policy ideas for achieving gender equality? eventhough also related to other goals?",NA
"1e0a700a4aabfbb4408648e08f6daf33","5",0.5,NA,"- Steve: 5.3, though no direct sentiment/call to action, it's just a definition#",NA
"0033dadef04b7adbdd14320547f92c95","5",0.3333333333,NA,"- Meike: child marriage policy
- Steve: harmful practices mentioned under 5.3, though not gender-specific?",NA
"4b810c6f99caddec8b250387b1589964","5",0.5,NA,"- Finn: not specific to gender; but neither is the target",NA
"54206b6ebcc7a64bd3916a62d01a2f7d","5",0.3333333333,NA,"- Steve: not gender-specific",NA
"db5fb32cbad0993b82ca58f3da36a8bf","5",0.5,NA,"- Meike: access to reproductive health, but only implied for gender equality?
- Steve: not specifically gender-focused",NA
"b64c9c56bc6b8ec642b7a9048563fe6f","6",0.5,NA,"- Gib: about marine life, not mentioning links to water & humans
- Steve: water-related ecosystems",NA
"5147cdb8c7158ecba32965be95434318","6",0.5,NA,"- Gib: The passage talks about information source for research on SDG-6 progress, not about any projects related to SDG-6
- Meike: they mention ground water and its use but other than that nothing about SDG6","unclear because first sentence is SDG 6 but subsequent sentences are not"
"f72d147b3500128afee6e9e36da0c7f0","6",0.3333333333,NA,"- Meike: mentions water management, but not any of the targets",NA
"72ddbab185161bc29cc0a669b8190fb4","6",0,NA,"- Meike: not really about equatic ecosystems",NA
"b5990d00737da469b28751169d72b6f0","6",0.5,NA,"- Gib: mentioned water, but too weak to be SDG 6 since neither targets, meausres, or problems are explicitly mentioned.
- Meike: niet direct over targets",NA
